Timestamp,Temp_Outdoor,Temp_Exhaust_Air,Temp_Vented_Air,Temp_Indoor,Temp_HW_Top,Power_Compressor_kW,Compressor_Hz,Defrosting_Time_s,Degree_Minutes,L1_Current_A,L2_Current_A,L3_Current_A,Air_Flow_m3h,Radiator_Supply_T,Radiator_Return_T,Floor_Supply_T,Floor_Return_T,Power_Heater_kW,Electricity_Price_SEK_kWh,Power_Compressor_W,Total_Power_W,Air_Thermal_Gain,Harvested_Heat_W,Cost_Per_Minute_SEK
2026-02-02 17:46:00+00:00,,,,,,,,,,,,,,,,,,,1.25818,,0.0,,,0.0
2026-02-02 18:01:00+00:00,,,,,,,,,,,,,,,,,,,1.14381,,0.0,,,0.0
2026-02-02 18:16:00+00:00,,,,,,,,,,,,,,,,,,,1.13778,,0.0,,,0.0
2026-02-02 18:31:00+00:00,,,,,,,,,,,,,,,,,,,1.13778,,0.0,,,0.0
2026-02-02 18:46:00+00:00,,,,,,,,,,,,,,,,,,,1.10477,,0.0,,,0.0
2026-02-02 19:01:00+00:00,,,,,,,,,,,,,,,,,,,1.14879,,0.0,,,0.0
2026-02-02 19:16:00+00:00,,,,,,,,,,,,,,,,,,,1.11884,,0.0,,,0.0
2026-02-02 19:31:00+00:00,,,,,,,,,,,,,,,,,,,1.09049,,0.0,,,0.0
2026-02-02 19:46:00+00:00,,,,,,,,,,,,,,,,,,,1.07779,,0.0,,,0.0
2026-02-02 20:01:00+00:00,,,,,,,,,,,,,,,,,,,1.11842,,0.0,,,0.0
2026-02-02 20:16:00+00:00,,,,,,,,,,,,,,,,,,,1.09239,,0.0,,,0.0
2026-02-02 20:31:00+00:00,,,,,,,,,,,,,,,,,,,1.07102,,0.0,,,0.0
2026-02-02 20:46:00+00:00,,,,,,,,,,,,,,,,,,,1.04436,,0.0,,,0.0
2026-02-02 21:01:00+00:00,,,,,,,,,,,,,,,,,,,1.08901,,0.0,,,0.0
2026-02-02 21:16:00+00:00,,,,,,,,,,,,,,,,,,,1.06552,,0.0,,,0.0
2026-02-02 21:31:00+00:00,,,,,,,,,,,,,,,,,,,1.05938,,0.0,,,0.0
2026-02-02 21:46:00+00:00,,,,,,,,,,,,,,,,,,,1.04076,,0.0,,,0.0
2026-02-02 22:01:00+00:00,,,,,,,,,,,,,,,,,,,1.05663,,0.0,,,0.0
2026-02-02 22:16:00+00:00,,,,,,,,,,,,,,,,,,,0.99019,,0.0,,,0.0
2026-02-02 22:31:00+00:00,,,,,,,,,,,,,,,,,,,0.97517,,0.0,,,0.0
2026-02-02 22:46:00+00:00,,,,,,,,,,,,,,,,,,,0.92142,,0.0,,,0.0
2026-02-02 23:01:00+00:00,,,,,,,,,,,,,,,,,,,1.05927,,0.0,,,0.0
2026-02-02 23:16:00+00:00,,,,,,,,,,,,,,,,,,,1.04721,,0.0,,,0.0
2026-02-02 23:31:00+00:00,,,,,,,,,,,,,,,,,,,1.03197,,0.0,,,0.0
2026-02-02 23:46:00+00:00,,,,,,,,,,,,,,,,,,,1.018,,0.0,,,0.0
2026-02-03 00:01:00+00:00,,,,,,,,,,,,,,,,,,,1.02784,,0.0,,,0.0
2026-02-03 00:16:00+00:00,,,,,,,,,,,,,,,,,,,1.01461,,0.0,,,0.0
2026-02-03 00:31:00+00:00,,,,,,,,,,,,,,,,,,,1.01789,,0.0,,,0.0
2026-02-03 00:46:00+00:00,,,,,,,,,,,,,,,,,,,1.0126,,0.0,,,0.0
2026-02-03 01:01:00+00:00,,,,,,,,,,,,,,,,,,,1.01684,,0.0,,,0.0
2026-02-03 01:16:00+00:00,,,,,,,,,,,,,,,,,,,1.00212,,0.0,,,0.0
2026-02-03 01:31:00+00:00,,,,,,,,,,,,,,,,,,,0.98974,,0.0,,,0.0
2026-02-03 01:46:00+00:00,,,,,,,,,,,,,,,,,,,0.97651,,0.0,,,0.0
2026-02-03 02:01:00+00:00,,,,,,,,,,,,,,,,,,,0.99556,,0.0,,,0.0
2026-02-03 02:16:00+00:00,,,,,,,,,,,,,,,,,,,0.98551,,0.0,,,0.0
2026-02-03 02:31:00+00:00,,,,,,,,,,,,,,,,,,,0.98202,,0.0,,,0.0
2026-02-03 02:46:00+00:00,,,,,,,,,,,,,,,,,,,0.97397,,0.0,,,0.0
2026-02-03 03:01:00+00:00,,,,,,,,,,,,,,,,,,,0.97069,,0.0,,,0.0
2026-02-03 03:16:00+00:00,,,,,,,,,,,,,,,,,,,0.96836,,0.0,,,0.0
2026-02-03 03:31:00+00:00,,,,,,,,,,,,,,,,,,,0.98413,,0.0,,,0.0
