Avläst elanvändning per timme;;
Informationen tillhandahålls av din nätägare: Vattenfall Eldistribution AB;;
;;
Anläggningsadress:;Nybyn Björkö;
2025-10-02 21:00;1,077;11,1
2025-10-02 22:00;0,818;11
2025-10-02 23:00;0,728;11
2025-10-03 00:00;0,735;10,8
2025-10-03 01:00;0,905;10,9
2025-10-03 02:00;0,876;10,8
2025-10-03 03:00;0,803;10,8
2025-10-03 04:00;1,013;10,9
2025-10-03 05:00;0,987;11,2
2025-10-03 06:00;1,467;11,1
2025-10-03 07:00;0,872;10,9
2025-10-03 08:00;1,989;10,7
2025-10-03 09:00;1,25;10,9
2025-10-03 10:00;0,414;11,2
2025-10-03 11:00;0,591;11,3
2025-10-03 12:00;0,424;11,4
2025-10-03 13:00;0,504;11,2
2025-10-03 14:00;0,565;11,6
2025-10-03 15:00;0,425;11,3
2025-10-03 16:00;0,649;11
2025-10-03 17:00;0,716;11,2
2025-10-03 18:00;0,676;11,4
2025-10-03 19:00;0,862;11,6
2025-10-03 20:00;0,74;11,9
2025-10-03 21:00;0,974;11,6
2025-10-03 22:00;0,799;11,7
2025-10-03 23:00;0,675;11,8
2025-10-04 00:00;0,831;11,7
2025-10-04 01:00;0,923;11,9
2025-10-04 02:00;0,956;11,7
2025-10-04 03:00;0,683;11,7
2025-10-04 04:00;0,728;12
2025-10-04 05:00;0,628;12,1
2025-10-04 06:00;0,808;11,9
2025-10-04 07:00;0,517;11,9
2025-10-04 08:00;0,6;12
2025-10-04 09:00;0,547;12,1
2025-10-04 10:00;0,48;12,1
2025-10-04 11:00;0,776;12
2025-10-04 12:00;0,568;11,8
2025-10-04 13:00;0,484;11,7
2025-10-04 14:00;0,799;11,4
2025-10-04 15:00;0,768;11,5
2025-10-04 16:00;1,137;11,4
2025-10-04 17:00;0,821;11,2
2025-10-04 18:00;0,783;11
2025-10-04 19:00;0,76;10,5
2025-10-04 20:00;0,859;10,1
2025-10-04 21:00;1,122;10
2025-10-04 22:00;0,978;10,1
2025-10-04 23:00;0,714;10,4
2025-10-05 00:00;0,671;10,7
2025-10-05 01:00;0,738;10,9
2025-10-05 02:00;0,76;11,5
2025-10-05 03:00;1,089;11,6
2025-10-05 04:00;0,85;11
2025-10-05 05:00;0,729;11,9
2025-10-05 06:00;0,802;11,7
2025-10-05 07:00;0,561;11,9
2025-10-05 08:00;0,485;11,2
2025-10-05 09:00;0,617;11,6
2025-10-05 10:00;0,561;12,1
2025-10-05 11:00;0,58;12,7
2025-10-05 12:00;0,547;13
2025-10-05 13:00;0,455;13,2
2025-10-05 14:00;0,5;13,1
2025-10-05 15:00;0,479;13,3
2025-10-05 16:00;0,746;13
2025-10-05 17:00;0,704;12,5
2025-10-05 18:00;0,656;12
2025-10-05 19:00;0,879;11,6
2025-10-05 20:00;1,169;12,2
2025-10-05 21:00;1,835;12,2
2025-10-05 22:00;0,803;12,1
2025-10-05 23:00;1,136;12,3
2025-10-06 00:00;0,665;12
2025-10-06 01:00;0,726;12
2025-10-06 02:00;0,635;11,6
2025-10-06 03:00;0,6;11,4
2025-10-06 04:00;0,681;11,4
2025-10-06 05:00;0,529;11,3
2025-10-06 06:00;0,79;11,5
2025-10-06 07:00;0,864;11,6
2025-10-06 08:00;0,671;11,8
2025-10-06 09:00;0,567;12,1
2025-10-06 10:00;0,696;12,4
2025-10-06 11:00;0,964;12,2
2025-10-06 12:00;0,503;12,1
2025-10-06 13:00;0,437;12,1
2025-10-06 14:00;0,508;12,3
2025-10-06 15:00;0,553;12,2
2025-10-06 16:00;0,657;12,2
2025-10-06 17:00;0,759;12
2025-10-06 18:00;0,797;11,8
2025-10-06 19:00;0,737;11,6
2025-10-06 20:00;1,096;11,4
2025-10-06 21:00;1,223;11,2
2025-10-06 22:00;0,806;11,1
2025-10-06 23:00;0,854;10,9
2025-10-07 00:00;0,882;11,1
2025-10-07 01:00;0,882;11,2
2025-10-07 02:00;0,827;11,1
2025-10-07 03:00;0,614;11,1
2025-10-07 04:00;1,126;11,2
2025-10-07 05:00;1,192;11,4
2025-10-07 06:00;1,052;11,5
2025-10-07 07:00;0,983;11,3
2025-10-07 08:00;0,989;11,5
2025-10-07 09:00;0,73;11,8
2025-10-07 10:00;0,421;12,2
2025-10-07 11:00;1,136;12,7
2025-10-07 12:00;0,618;13,2
2025-10-07 13:00;0,422;13
2025-10-07 14:00;0,495;13,2
2025-10-07 15:00;0,415;13,2
2025-10-07 16:00;0,785;13,2
2025-10-07 17:00;0,592;13,3
2025-10-07 18:00;0,723;13,2
2025-10-07 19:00;0,625;13,1
2025-10-07 20:00;0,693;13,1
2025-10-07 21:00;0,848;13,1
2025-10-07 22:00;0,573;12,8
2025-10-07 23:00;0,55;12,7
2025-10-08 00:00;0,438;12,7
2025-10-08 01:00;0,567;12,6
2025-10-08 02:00;0,604;12,7
2025-10-08 03:00;0,839;12,7
2025-10-08 04:00;0,633;12,7
2025-10-08 05:00;0,458;12,7
2025-10-08 06:00;0,725;12,6
2025-10-08 07:00;0,635;12,5
2025-10-08 08:00;0,715;12,6
2025-10-08 09:00;0,535;12,7
2025-10-08 10:00;0,473;12,8
2025-10-08 11:00;0,586;12,9
2025-10-08 12:00;0,554;13,1
2025-10-08 13:00;0,4;13,1
2025-10-08 14:00;0,533;13,1
2025-10-08 15:00;0,434;13,5
2025-10-08 16:00;0,778;13,4
2025-10-08 17:00;0,682;13,1
2025-10-08 18:00;0,646;12,7
2025-10-08 19:00;0,996;12,7
2025-10-08 20:00;1,248;12,5
2025-10-08 21:00;1,216;12,9
2025-10-08 22:00;0,758;12,5
2025-10-08 23:00;0,723;11,7
2025-10-09 00:00;0,741;11,2
2025-10-09 01:00;0,82;10,8
2025-10-09 02:00;0,949;10,4
2025-10-09 03:00;0,991;10
2025-10-09 04:00;0,915;9,8
2025-10-09 05:00;0,987;9,5
2025-10-09 06:00;1,228;9,1
2025-10-09 07:00;1,488;8,7
2025-10-09 08:00;1,799;8,9
2025-10-09 09:00;1,15;9,4
2025-10-09 10:00;0,833;10,3
2025-10-09 11:00;0,975;11,4
2025-10-09 12:00;0,645;12
2025-10-09 13:00;0,448;12,3
2025-10-09 14:00;0,416;12,5
2025-10-09 15:00;0,518;12,5
2025-10-09 16:00;0,704;12,5
2025-10-09 17:00;0,731;12
2025-10-09 18:00;0,659;12,3
2025-10-09 19:00;0,682;11,8
2025-10-09 20:00;0,83;11,7
2025-10-09 21:00;0,827;11,6
2025-10-09 22:00;0,716;11,6
2025-10-09 23:00;0,608;11,6
2025-10-10 00:00;0,522;11,5
2025-10-10 01:00;0,682;11,2
2025-10-10 02:00;0,957;11
2025-10-10 03:00;1,557;10,6
2025-10-10 04:00;0,891;10,5
2025-10-10 05:00;1,574;10
2025-10-10 06:00;1,76;9,4
2025-10-10 07:00;1,514;9,2
2025-10-10 08:00;1,235;9
2025-10-10 09:00;1,489;8,9
2025-10-10 10:00;1,203;9,4
2025-10-10 11:00;0,855;9,8
2025-10-10 12:00;0,725;10,4
2025-10-10 13:00;0,557;10,7
2025-10-10 14:00;0,535;11
2025-10-10 15:00;0,456;11,6
2025-10-10 16:00;0,702;11
2025-10-10 17:00;0,793;11,2
2025-10-10 18:00;0,842;11,2
2025-10-10 19:00;1,076;11,3
2025-10-10 20:00;1,089;11,6
2025-10-10 21:00;1,143;11,7
2025-10-10 22:00;1,098;11,8
2025-10-10 23:00;0,518;11,9
2025-10-11 00:00;3,518;12
2025-10-11 01:00;0,626;11,9
2025-10-11 02:00;0,651;12,2
2025-10-11 03:00;0,711;12,4
2025-10-11 04:00;0,665;13,1
2025-10-11 05:00;0,49;13
2025-10-11 06:00;0,618;12,8
2025-10-11 07:00;0,742;12,4
2025-10-11 08:00;0,484;12,1
2025-10-11 09:00;0,742;11,9
2025-10-11 10:00;0,508;11,8
2025-10-11 11:00;0,455;11,9
2025-10-11 12:00;0,738;12,2
2025-10-11 13:00;0,411;12,5
2025-10-11 14:00;0,543;12,8
2025-10-11 15:00;0,428;12,3
2025-10-11 16:00;0,661;12,3
2025-10-11 17:00;0,932;12,1
2025-10-11 18:00;1,063;11,6
2025-10-11 19:00;1,285;11,1
2025-10-11 20:00;1,341;10,9
2025-10-11 21:00;1,498;10,1
2025-10-11 22:00;1,212;10,2
2025-10-11 23:00;1,375;10,2
2025-10-12 00:00;1,311;10
2025-10-12 01:00;1,14;10,3
2025-10-12 02:00;0,82;10,1
2025-10-12 03:00;0,984;9,7
2025-10-12 04:00;0,61;9,7
2025-10-12 05:00;0,836;8,6
2025-10-12 06:00;1,113;10
2025-10-12 07:00;1,006;9,5
2025-10-12 08:00;1,195;8,5
2025-10-12 09:00;0,816;9,2
2025-10-12 10:00;0,7;9,3
2025-10-12 11:00;0,658;9,4
2025-10-12 12:00;1,363;9,3
2025-10-12 13:00;0,887;9,5
2025-10-12 14:00;0,512;9,7
2025-10-12 15:00;0,728;9,9
2025-10-12 16:00;0,657;10,1
2025-10-12 17:00;0,767;10,3
2025-10-12 18:00;1,185;10,4
2025-10-12 19:00;0,802;10,5
2025-10-12 20:00;0,878;10,8
2025-10-12 21:00;0,795;10,9
2025-10-12 22:00;0,811;10,9
2025-10-12 23:00;1,283;10,8
2025-10-13 00:00;1,161;10,5
2025-10-13 01:00;1,355;10,3
2025-10-13 02:00;1,417;10,2
2025-10-13 03:00;1,154;9,9
2025-10-13 04:00;1,423;9,5
2025-10-13 05:00;0,825;9,5
2025-10-13 06:00;1,571;9,1
2025-10-13 07:00;1,298;9
2025-10-13 08:00;1,926;8,9
2025-10-13 09:00;1,227;8,8
2025-10-13 10:00;0,759;8,8
2025-10-13 11:00;0,694;8,9
2025-10-13 12:00;0,708;8,9
2025-10-13 13:00;0,662;8,8
2025-10-13 14:00;0,723;8,9
2025-10-13 15:00;0,663;8,9
2025-10-13 16:00;0,858;8,7
2025-10-13 17:00;0,899;8,6
2025-10-13 18:00;1,555;8,6
2025-10-13 19:00;1,663;8,7
2025-10-13 20:00;0,903;8,5
2025-10-13 21:00;0,978;8,6
2025-10-13 22:00;0,772;8,9
2025-10-13 23:00;0,681;8,4
2025-10-14 00:00;0,807;8,5
2025-10-14 01:00;0,639;8,8
2025-10-14 02:00;0,962;8,3
2025-10-14 03:00;1,107;8,4
2025-10-14 04:00;1,235;8,5
2025-10-14 05:00;1,47;8
2025-10-14 06:00;1,368;7,8
2025-10-14 07:00;1,119;7,7
2025-10-14 08:00;1,18;8,1
2025-10-14 09:00;1,425;8
2025-10-14 10:00;0,792;7,9
2025-10-14 11:00;0,979;8,2
2025-10-14 12:00;1,119;8,5
2025-10-14 13:00;0,696;8,8
2025-10-14 14:00;0,704;9,6
2025-10-14 15:00;0,626;9,7
2025-10-14 16:00;0,877;9,3
2025-10-14 17:00;0,768;8,9
2025-10-14 18:00;0,83;9,2
2025-10-14 19:00;1,328;8,8
2025-10-14 20:00;1,2;8
2025-10-14 21:00;1,06;9
2025-10-14 22:00;1,056;9,2
2025-10-14 23:00;1,512;8,8
2025-10-15 00:00;1,069;8,9
2025-10-15 01:00;0,964;8,8
2025-10-15 02:00;1,488;9
2025-10-15 03:00;0,981;8,8
2025-10-15 04:00;0,851;9,1
2025-10-15 05:00;0,826;9,3
2025-10-15 06:00;0,828;9,5
2025-10-15 07:00;1,079;9,6
2025-10-15 08:00;0,935;9,4
2025-10-15 09:00;0,901;9,4
2025-10-15 10:00;0,636;9,5
2025-10-15 11:00;0,436;10
2025-10-15 12:00;0,991;11,2
2025-10-15 13:00;0,513;11,9
2025-10-15 14:00;0,671;12,7
2025-10-15 15:00;0,413;12,6
2025-10-15 16:00;0,579;12,4
2025-10-15 17:00;0,717;12,4
2025-10-15 18:00;0,82;11,9
2025-10-15 19:00;0,942;11,4
2025-10-15 20:00;0,832;11,1
2025-10-15 21:00;1,367;10,7
2025-10-15 22:00;1,032;10,4
2025-10-15 23:00;0,946;10,2
2025-10-16 00:00;1,458;10
2025-10-16 01:00;1,09;9,9
2025-10-16 02:00;1,537;9,6
2025-10-16 03:00;0,848;9,5
2025-10-16 04:00;0,717;8,5
2025-10-16 05:00;0,752;8,7
2025-10-16 06:00;0,791;8,9
2025-10-16 07:00;1,173;9,4
2025-10-16 08:00;1,048;9,4
2025-10-16 09:00;0,837;10,1
2025-10-16 10:00;0,754;10
2025-10-16 11:00;0,658;10,3
2025-10-16 12:00;0,565;10,5
2025-10-16 13:00;0,724;10,1
2025-10-16 14:00;0,89;9,7
2025-10-16 15:00;0,713;9,7
2025-10-16 16:00;1,103;9,6
2025-10-16 17:00;1,197;9,4
2025-10-16 18:00;0,942;9,2
2025-10-16 19:00;1,376;9,1
2025-10-16 20:00;1,275;8,9
2025-10-16 21:00;1,543;8
2025-10-16 22:00;2,003;8,3
2025-10-16 23:00;1,723;8,1
2025-10-17 00:00;2,014;7,6
2025-10-17 01:00;1,805;7
2025-10-17 02:00;1,803;6,5
2025-10-17 03:00;1,831;6
2025-10-17 04:00;1,67;5,8
2025-10-17 05:00;2,066;5,8
2025-10-17 06:00;1,84;5,3
2025-10-17 07:00;1,943;5,5
2025-10-17 08:00;1,994;5,3
2025-10-17 09:00;1,835;5,1
2025-10-17 10:00;1,308;5,9
2025-10-17 11:00;0,801;6,6
2025-10-17 12:00;0,875;7,3
2025-10-17 13:00;0,699;7,4
2025-10-17 14:00;0,693;6,2
2025-10-17 15:00;0,816;7,3
2025-10-17 16:00;0,736;6,3
2025-10-17 17:00;1,367;6,2
2025-10-17 18:00;1,462;6,7
2025-10-17 19:00;1,265;7,4
2025-10-17 20:00;1,337;7,5
2025-10-17 21:00;1,684;7,2
2025-10-17 22:00;1,119;7,5
2025-10-17 23:00;1,032;7,6
2025-10-18 00:00;0,869;7,5
2025-10-18 01:00;0,674;7,3
2025-10-18 02:00;0,952;7,3
2025-10-18 03:00;1,007;7,3
2025-10-18 04:00;1,083;7,4
2025-10-18 05:00;1,488;7,2
2025-10-18 06:00;1,827;7,3
2025-10-18 07:00;1,549;6,9
2025-10-18 08:00;1,796;6,5
2025-10-18 09:00;0,894;7,4
2025-10-18 10:00;1,049;6,9
2025-10-18 11:00;0,803;6,9
2025-10-18 12:00;0,723;7,3
2025-10-18 13:00;1,01;7,7
2025-10-18 14:00;1,035;7,7
2025-10-18 15:00;0,881;8
2025-10-18 16:00;0,857;8,1
2025-10-18 17:00;1,19;7,7
2025-10-18 18:00;1,308;7,7
2025-10-18 19:00;1,23;7,5
2025-10-18 20:00;1,58;7,4
2025-10-18 21:00;1,969;7,2
2025-10-18 22:00;1,728;7,3
2025-10-18 23:00;1,819;7
2025-10-19 00:00;2,066;6,4
2025-10-19 01:00;2,324;6,1
2025-10-19 02:00;2,182;6,2
2025-10-19 03:00;2,534;6,6
2025-10-19 04:00;2,001;6,6
2025-10-19 05:00;2,232;6,4
2025-10-19 06:00;2,295;5,9
2025-10-19 07:00;2,977;5,4
2025-10-19 08:00;2,58;5,3
2025-10-19 09:00;1,134;4,9
2025-10-19 10:00;1,553;4,3
2025-10-19 11:00;1,429;5
2025-10-19 12:00;0,928;5,5
2025-10-19 13:00;0,756;6,3
2025-10-19 14:00;0,612;7,4
2025-10-19 15:00;0,833;8,2
2025-10-19 16:00;0,972;8,5
2025-10-19 17:00;0,867;8,3
2025-10-19 18:00;1,22;8,4
2025-10-19 19:00;1,12;8,5
2025-10-19 20:00;1,48;8,3
2025-10-19 21:00;1,219;8,3
2025-10-19 22:00;1,437;8
2025-10-19 23:00;1,603;7,9
2025-10-20 00:00;1,151;8
2025-10-20 01:00;1,114;7,9
2025-10-20 02:00;1,383;8,4
2025-10-20 03:00;1,663;8,7
2025-10-20 04:00;1,122;8,8
2025-10-20 05:00;0,89;8,8
2025-10-20 06:00;0,739;8,7
2025-10-20 07:00;1,013;8,8
2025-10-20 08:00;0,884;8,7
2025-10-20 09:00;0,879;8,5
2025-10-20 10:00;0,826;8,3
2025-10-20 11:00;0,659;8,3
2025-10-20 12:00;0,804;8,1
2025-10-20 13:00;0,813;8,5
2025-10-20 14:00;0,896;9,2
2025-10-20 15:00;0,807;9,5
2025-10-20 16:00;0,876;10,1
2025-10-20 17:00;0,769;10
2025-10-20 18:00;0,829;10,1
2025-10-20 19:00;1,424;9,9
2025-10-20 20:00;1,107;10,1
2025-10-20 21:00;0,909;10,1
2025-10-20 22:00;0,842;9,9
2025-10-20 23:00;0,847;10
2025-10-21 00:00;0,74;9,8
2025-10-21 01:00;0,836;9,9
2025-10-21 02:00;0,707;9,9
2025-10-21 03:00;0,769;9,8
2025-10-21 04:00;1,133;10
2025-10-21 05:00;1,07;10
2025-10-21 06:00;0,733;9,9
2025-10-21 07:00;0,757;9,8
2025-10-21 08:00;0,823;9,8
2025-10-21 09:00;0,897;10,1
2025-10-21 10:00;0,824;10,2
2025-10-21 11:00;0,607;10,7
2025-10-21 12:00;0,572;10,2
2025-10-21 13:00;0,496;10,3
2025-10-21 14:00;0,6;10
2025-10-21 15:00;0,648;10
2025-10-21 16:00;0,864;10,1
2025-10-21 17:00;0,852;10,1
2025-10-21 18:00;0,902;10,4
2025-10-21 19:00;0,721;10,4
2025-10-21 20:00;1,297;10,6
2025-10-21 21:00;0,996;10,6
2025-10-21 22:00;0,726;10,6
2025-10-21 23:00;0,651;10,7
2025-10-22 00:00;0,537;10,7
2025-10-22 01:00;0,792;10,6
2025-10-22 02:00;0,644;10,6
2025-10-22 03:00;0,528;10,5
2025-10-22 04:00;0,625;10,5
2025-10-22 05:00;0,641;10,5
2025-10-22 06:00;0,778;10,5
2025-10-22 07:00;1,002;10,3
2025-10-22 08:00;1,189;10,1
2025-10-22 09:00;0,622;10,2
2025-10-22 10:00;0,694;10,4
2025-10-22 11:00;0,696;10,7
2025-10-22 12:00;0,55;10,8
2025-10-22 13:00;0,696;11
2025-10-22 14:00;0,523;11
2025-10-22 15:00;0,633;11
2025-10-22 16:00;1,001;11
2025-10-22 17:00;0,704;11
2025-10-22 18:00;0,804;10,9
2025-10-22 19:00;0,836;11
2025-10-22 20:00;1,099;10,9
2025-10-22 21:00;1,08;10,7
2025-10-22 22:00;0,749;10,9
2025-10-22 23:00;0,585;11
2025-10-23 00:00;0,519;10,9
2025-10-23 01:00;0,886;11,1
2025-10-23 02:00;0,575;11
2025-10-23 03:00;0,554;11
2025-10-23 04:00;0,689;10,9
2025-10-23 05:00;0,569;10,9
2025-10-23 06:00;0,802;10,9
2025-10-23 07:00;0,873;10,8
2025-10-23 08:00;0,762;10,9
2025-10-23 09:00;0,786;10,9
2025-10-23 10:00;0,713;11
2025-10-23 11:00;0,983;11,1
2025-10-23 12:00;0,789;11
2025-10-23 13:00;0,844;11,1
2025-10-23 14:00;0,613;11
2025-10-23 15:00;0,777;10,8
2025-10-23 16:00;0,889;10,7
2025-10-23 17:00;0,916;10,6
2025-10-23 18:00;0,947;10,2
2025-10-23 19:00;0,916;10,4
2025-10-23 20:00;1,073;10,3
2025-10-23 21:00;1,012;10,4
2025-10-23 22:00;0,974;10,3
2025-10-23 23:00;0,878;10,1
2025-10-24 00:00;0,894;10,3
2025-10-24 01:00;0,908;10,4
2025-10-24 02:00;0,743;10,3
2025-10-24 03:00;0,739;10,2
2025-10-24 04:00;0,611;10,4
2025-10-24 05:00;0,765;10,2
2025-10-24 06:00;0,929;10,1
2025-10-24 07:00;0,903;9,9
2025-10-24 08:00;0,909;10
2025-10-24 09:00;0,822;10
2025-10-24 10:00;0,686;9,7
2025-10-24 11:00;1,013;9,8
2025-10-24 12:00;0,871;9,6
2025-10-24 13:00;0,904;9,4
2025-10-24 14:00;0,752;9,4
2025-10-24 15:00;0,721;9,3
2025-10-24 16:00;0,918;9,3
2025-10-24 17:00;0,866;9,5
2025-10-24 18:00;0,991;9,5
2025-10-24 19:00;0,857;9,7
2025-10-24 20:00;0,874;9,9
2025-10-24 21:00;0,99;10,1
2025-10-24 22:00;0,83;10,3
2025-10-24 23:00;0,788;10,5
2025-10-25 00:00;2,494;10,7
2025-10-25 01:00;1,06;10,8
2025-10-25 02:00;0,731;10,6
2025-10-25 03:00;0,786;10,6
2025-10-25 04:00;0,717;10,5
2025-10-25 05:00;0,586;10,4
2025-10-25 06:00;0,816;10,5
2025-10-25 07:00;0,607;10,4
2025-10-25 08:00;0,645;10,3
2025-10-25 09:00;0,603;10,4
2025-10-25 10:00;0,648;10,5
2025-10-25 11:00;0,707;10,5
2025-10-25 12:00;0,798;10,5
2025-10-25 13:00;0,535;10,3
2025-10-25 14:00;0,584;10,2
2025-10-25 15:00;0,697;10,1
2025-10-25 16:00;0,89;9,7
2025-10-25 17:00;0,891;9,7
2025-10-25 18:00;0,791;9,7
2025-10-25 19:00;0,821;9,6
2025-10-25 20:00;1,032;9,5
2025-10-25 21:00;1,231;9,4
2025-10-25 22:00;0,825;9,4
2025-10-25 23:00;0,686;9,4
2025-10-26 00:00;0,672;9,3
2025-10-26 01:00;0,843;9,2
2025-10-26 02:00;0,701;9
2025-10-26 02:00;0,711;9
2025-10-26 03:00;0,854;8,7
2025-10-26 04:00;0,733;8,7
2025-10-26 05:00;1,272;8,6
2025-10-26 06:00;1,645;8,5
2025-10-26 07:00;1,707;8,4
2025-10-26 08:00;1,655;8,6
2025-10-26 09:00;1,406;8,8
2025-10-26 10:00;0,883;9,1
2025-10-26 11:00;0,691;9,5
2025-10-26 12:00;0,56;9,7
2025-10-26 13:00;0,671;9,9
2025-10-26 14:00;0,697;10
2025-10-26 15:00;1,076;10
2025-10-26 16:00;0,752;9,8
2025-10-26 17:00;0,875;9,8
2025-10-26 18:00;0,919;9,8
2025-10-26 19:00;0,94;9,5
2025-10-26 20:00;1,188;9,6
2025-10-26 21:00;1,716;9,7
2025-10-26 22:00;1,376;9,6
2025-10-26 23:00;0,713;9,4
2025-10-27 00:00;0,845;9,3
2025-10-27 01:00;0,688;9,3
2025-10-27 02:00;0,823;9,1
2025-10-27 03:00;0,722;9
2025-10-27 04:00;0,689;9,1
2025-10-27 05:00;0,884;8,6
2025-10-27 06:00;0,813;8,4
2025-10-27 07:00;1,041;7,7
2025-10-27 08:00;0,906;7,2
2025-10-27 09:00;0,802;7,4
2025-10-27 10:00;1,085;7,8
2025-10-27 11:00;1,529;8,3
2025-10-27 12:00;1,159;8,5
2025-10-27 13:00;0,673;9
2025-10-27 14:00;0,795;9,1
2025-10-27 15:00;1,111;8,5
2025-10-27 16:00;1,156;8,3
2025-10-27 17:00;1,306;8,3
2025-10-27 18:00;1,528;8,5
2025-10-27 19:00;1,86;8,3
2025-10-27 20:00;2,174;8,3
2025-10-27 21:00;1,298;8,5
2025-10-27 22:00;1,035;8,5
2025-10-27 23:00;1,047;8,7
2025-10-28 00:00;1,554;8,4
2025-10-28 01:00;1,967;8,5
2025-10-28 02:00;1,299;8,3
2025-10-28 03:00;0,787;8,5
2025-10-28 04:00;0,948;8,7
2025-10-28 05:00;0,841;8,6
2025-10-28 06:00;1,027;8,4
2025-10-28 07:00;1,157;8
2025-10-28 08:00;1,018;7,8
2025-10-28 09:00;0,901;7,9
2025-10-28 10:00;0,925;7,6
2025-10-28 11:00;0,674;8
2025-10-28 12:00;1,008;7,9
2025-10-28 13:00;0,773;8
2025-10-28 14:00;1,011;8,5
2025-10-28 15:00;1,104;8,1
2025-10-28 16:00;0,882;8,2
2025-10-28 17:00;1,443;8,6
2025-10-28 18:00;1,838;8,1
2025-10-28 19:00;1,502;8,2
2025-10-28 20:00;1,032;8,2
2025-10-28 21:00;1,28;8,1
2025-10-28 22:00;0,925;8
2025-10-28 23:00;0,807;7,7
2025-10-29 00:00;0,827;7,7
2025-10-29 01:00;0,96;7,5
2025-10-29 02:00;1,002;7,2
2025-10-29 03:00;0,844;7,4
2025-10-29 04:00;1,074;7,3
2025-10-29 05:00;0,642;7,2
2025-10-29 06:00;1,638;7,1
2025-10-29 07:00;1,983;7,6
2025-10-29 08:00;1,246;7,6
2025-10-29 09:00;0,861;7,1
2025-10-29 10:00;0,778;7
2025-10-29 11:00;0,869;7,3
2025-10-29 12:00;0,72;7,6
2025-10-29 13:00;0,842;7,5
2025-10-29 14:00;1,045;7,6
2025-10-29 15:00;0,979;7,6
2025-10-29 16:00;1,262;7,5
2025-10-29 17:00;1,722;7,3
2025-10-29 18:00;1,766;7,1
2025-10-29 19:00;1,578;7
2025-10-29 20:00;1,196;6,5
2025-10-29 21:00;1,496;6,3
2025-10-29 22:00;1,764;6,2
2025-10-29 23:00;1,935;6,2
2025-10-30 00:00;1,635;6,3
2025-10-30 01:00;1,673;6,3
2025-10-30 02:00;2,01;7,3
2025-10-30 03:00;0,813;8,1
2025-10-30 04:00;0,724;9
2025-10-30 05:00;0,803;9
2025-10-30 06:00;0,702;9,2
2025-10-30 07:00;0,994;9,2
2025-10-30 08:00;0,964;9,4
2025-10-30 09:00;0,836;9
2025-10-30 10:00;0,817;9,6
2025-10-30 11:00;0,871;9,9
2025-10-30 12:00;0,769;10,1
2025-10-30 13:00;0,498;10,1
2025-10-30 14:00;0,814;10,1
2025-10-30 15:00;0,822;9,8
2025-10-30 16:00;0,852;9,8
2025-10-30 17:00;0,733;9,6
2025-10-30 18:00;0,846;9,4
2025-10-30 19:00;0,703;9,6
2025-10-30 20:00;0,735;9,4
2025-10-30 21:00;0,977;9,3
2025-10-30 22:00;0,794;9,4
2025-10-30 23:00;0,889;9,4
2025-10-31 00:00;0,894;9,5
2025-10-31 01:00;1,167;9,5
2025-10-31 02:00;0,998;9,5
2025-10-31 03:00;0,679;9,4
2025-10-31 04:00;0,685;9,2
2025-10-31 05:00;0,699;9
2025-10-31 06:00;0,732;9
2025-10-31 07:00;1,177;8,9
2025-10-31 08:00;0,844;9,1
2025-10-31 09:00;1,7;9,1
2025-10-31 10:00;1,642;9,3
2025-10-31 11:00;1,518;9,4
